Name,BSE Code,NSE Code,ISIN Code,Industry Group,Industry,Current Price,Market Capitalization,Price to Earning,Debt to equity,Return on equity,Sales growth 5Years,Profit growth 5Years,Promoter holding,Change in promoter holding 3Years,Pledged percentage,Dividend yield,Price to book value
Nahar Spinning,500296,NAHARSPING,INE290A01027,Textiles & Apparels,Other Textile Products,232.45,838.34,37.51,0.50,0.71,9.54,17.05,67.96,1.51,0.00,0.42,0.56
Nalwa Sons Invst,532256,NSIL,INE023A01030,Finance,Investment Company,5541.00,2848.06,121.67,0.00,0.32,16.26,18.96,55.62,0.00,0.00,0.00,0.17
Narayana Hrudaya,539551,NH,INE410P01011,Healthcare Services,Hospital,1728.90,35331.97,42.80,0.58,24.22,11.88,43.49,63.27,-0.58,0.00,0.26,8.72
Natco Pharma,524816,NATCOPHARM,INE987B01026,Pharmaceuticals & Biotechnology,Pharmaceuticals,1113.95,19951.91,12.81,0.03,28.00,18.26,33.27,49.48,0.66,0.00,0.54,2.29
National High,543385,NHIT,INE0H7R23014,Transport Infrastructure,"Road AssetsToll, Annuity, Hybrid-Annuity",164.00,31764.35,75.62,1.01,1.79,,,11.07,-4.99,4.59,7.55,1.48
National Standar,504882,,INE166R01015,Realty,"Residential, Commercial Projects",1389.00,2778.00,229.59,0.00,4.97,32.88,15.12,73.94,0.00,0.00,0.00,10.00
Natl. Aluminium,532234,NATIONALUM,INE139A01034,Non - Ferrous Metals,Aluminium,411.10,75503.94,12.31,0.00,32.72,14.66,107.85,51.28,0.00,0.00,2.61,3.83
Natl.Fertilizer,523630,NFL,INE870D01012,Fertilizers & Agrochemicals,Fertilizers,74.63,3661.25,18.83,1.77,6.49,8.55,-2.73,74.71,0.00,0.00,2.07,1.49
Nava,513023,NAVA,INE725A01030,Power,Power Generation,594.10,16813.11,18.77,0.20,15.03,7.62,18.68,50.10,1.29,0.00,1.36,2.09
Navin Fluo.Intl.,532504,NAVINFLUOR,INE048G01026,Chemicals & Petrochemicals,Specialty Chemicals,6175.00,31649.50,56.30,0.33,11.52,17.22,-6.59,27.11,-2.29,1.08,0.20,8.82
Navkar Corporat.,539332,NAVKARCORP,INE278M01019,Transport Services,Logistics Solution Provider,95.92,1443.77,,0.09,-1.96,-3.10,,70.37,1.12,0.00,0.00,0.79
Navneet Educat.,508989,NAVNETEDUL,INE060A01024,Printing & Publication,Printing & Publication,133.40,2950.99,16.84,0.05,12.58,3.55,0.10,63.35,0.04,0.00,2.25,1.51
Nazara Technolo.,543280,NAZARA,INE418L01047,Entertainment,Digital Entertainment,250.80,9291.23,,0.06,2.90,45.68,101.52,35.46,16.32,55.94,0.00,2.73
NBCC,534309,NBCC,INE095N01031,Construction,Civil Construction,88.34,23851.80,35.96,0.00,25.54,8.28,51.02,61.75,0.00,0.00,0.77,8.84
NBI Indl. Fin.,,NBIFIN,INE365I01020,Finance,Non Banking Financial Company (NBFC),1810.10,534.85,33.06,0.00,0.27,-0.62,-8.11,74.17,-0.17,0.00,0.03,0.17
NCC,500294,NCC,INE868B01028,Construction,Civil Construction,147.85,9282.72,12.48,0.39,11.41,20.05,16.93,22.25,0.26,0.00,1.51,1.23
NCL Industries,502168,NCLIND,INE732C01016,Cement & Cement Products,Cement & Cement Products,183.90,831.85,12.55,0.29,3.41,13.91,-10.30,40.94,-5.54,14.44,1.64,0.93
NDR Auto Compon.,543214,NDRAUTO,INE07OG01012,Auto Components,Auto Components & Equipments,724.00,1722.06,28.42,0.16,19.06,49.13,51.81,73.13,-0.82,0.00,0.37,5.16
NDR INVIT Trust,,NDRINVIT,INE0Q7Q23015,Commercial Services & Supplies,Diversified Commercial Services,133.00,5266.96,37.40,0.38,3.46,,,40.40,,14.90,2.79,1.38
NDTV,532529,NDTV,INE155G01029,Entertainment,TV Broadcasting & Software Production,76.09,858.47,,,-132.61,4.50,,69.02,-0.69,0.00,0.00,
Nelcast,532864,NELCAST,INE189I01024,Industrial Products,Castings & Forgings,124.00,1078.82,23.11,0.52,6.48,17.17,-0.70,74.87,0.00,0.00,0.39,1.91
NELCO,504112,NELCO,INE045B01015,IT - Hardware,Computers Hardware & Equipments,626.95,1430.71,2751.37,0.56,7.63,6.75,-6.65,50.09,0.00,0.00,0.16,11.11
Neogen Chemicals,542665,NEOGEN,INE136S01016,Chemicals & Petrochemicals,Specialty Chemicals,1316.50,3473.15,130.91,1.41,5.59,20.49,8.61,51.23,-8.96,0.00,0.08,4.36
Nephrocare Health Services,544647,NEPHROPLUS,INE428V01029,Healthcare Services,Healthcare Service Provider,554.00,5558.88,70.71,0.45,13.43,,,63.85,,0.00,0.00,
NESCO,505355,NESCO,INE317F01035,Commercial Services & Supplies,Diversified Commercial Services,1131.60,7973.25,19.53,0.04,15.82,11.14,10.75,68.54,0.00,0.00,0.57,2.86
Nestle India,500790,NESTLEIND,INE239A01024,Food Products,Packaged Foods,1220.50,235350.78,74.02,0.10,83.02,10.31,9.48,62.76,0.00,0.00,1.10,51.52
Netweb Technol.,543945,NETWEB,INE0NT901020,IT - Services,IT Enabled Services,3364.25,19156.25,107.67,0.03,23.93,49.09,96.32,71.00,,0.00,0.08,32.92
Network People,544396,NPST,INE0FFK01017,IT - Services,IT Enabled Services,1268.55,2644.99,76.51,0.02,56.01,62.71,112.63,60.27,-7.28,0.00,0.16,6.34
Netwrk.18 Media,532798,NETWORK18,INE870H01013,Entertainment,Media & Entertainment,32.51,5013.06,150.23,0.65,-3.34,5.16,-14.57,56.89,-18.11,0.00,0.00,1.03
Neuland Labs.,524558,NEULANDLAB,INE794A01010,Pharmaceuticals & Biotechnology,Pharmaceuticals,14536.75,18650.49,104.12,0.16,14.83,14.13,66.88,32.63,-3.51,0.00,0.09,11.51
New India Assura,540769,NIACL,INE470Y01017,Insurance,General Insurance,130.60,21522.88,17.99,0.00,3.64,8.87,-6.32,85.44,0.00,0.00,1.38,0.73
Newgen Software,540900,NEWGEN,INE619B01017,IT - Software,Computers - Software & Consulting,460.70,6556.50,20.17,0.03,22.50,17.61,33.45,53.52,-1.64,0.00,1.11,4.14
Nexus Select,543913,NXST,INE0NDH25011,Realty,Real Estate Investment Trusts (REITs),157.38,23843.10,47.13,0.42,2.89,,,22.29,,77.38,4.32,1.74
NGL Fine Chem,524774,NGLFINE,INE887E01022,Pharmaceuticals & Biotechnology,Pharmaceuticals,2403.70,1485.49,49.94,0.30,6.68,18.75,8.44,72.74,-1.07,0.00,0.08,5.06
NHPC Ltd,533098,NHPC,INE848E01016,Power,Power Generation,77.31,77658.27,24.59,1.09,7.53,0.73,1.40,67.40,-3.55,0.00,2.45,1.86
NIBE,535136,NIBE,INE149O01018,Aerospace & Defense,Aerospace & Defense,948.50,1417.19,,0.39,13.61,,,53.39,-1.93,0.00,0.13,5.92
NIIT,500304,NIITLTD,INE161A01038,Other Consumer Services,Education,62.52,852.69,29.71,0.01,4.37,-16.66,-16.63,36.98,2.12,0.00,1.60,0.77
NIIT Learning,543952,NIITMTS,INE342G01023,Other Consumer Services,Education,307.80,4232.96,19.23,0.19,21.54,,,34.19,,0.00,0.96,3.21
Nila Spaces,542231,NILASPACES,INE00S901012,Realty,"Residential, Commercial Projects",13.67,538.43,22.39,0.63,10.29,9.15,60.60,61.90,0.00,0.00,0.00,3.48
Nilkamal Ltd,523385,NILKAMAL,INE310A01015,Consumer Durables,Plastic Products - Consumer,1282.60,1913.63,16.19,0.36,7.32,7.98,-4.67,64.54,0.00,0.00,1.56,1.29
NINtec Systems,539843,NINSYS,INE395U01014,IT - Software,Computers - Software & Consulting,414.00,769.04,25.11,0.03,52.37,,,47.42,0.18,0.00,0.00,9.92
Nippon Life Ind.,540767,NAM-INDIA,INE298J01013,Capital Markets,Asset Management Company,900.00,57430.39,39.79,0.02,31.39,16.13,25.38,72.05,-1.61,0.00,1.96,13.11
Nirlon,500307,,INE910A01012,Commercial Services & Supplies,Diversified Commercial Services,524.20,4724.09,14.36,2.47,59.88,15.46,14.71,67.67,-2.67,0.00,4.94,10.19
Nisus Finance,544296,,INE0DQN01013,Finance,Holding Company,218.30,521.26,11.60,1.19,33.26,61.30,160.23,73.66,,31.26,0.00,2.29
Nitco,532722,NITCO,INE858F01012,Consumer Durables,Ceramics,83.38,1910.38,50.61,1.01,,-7.35,,16.21,-36.81,87.75,0.00,6.34
Nitin Spinners,532698,NITINSPIN,INE229H01012,Textiles & Apparels,Other Textile Products,385.05,2164.74,13.00,0.67,14.28,18.10,49.28,56.71,0.31,0.00,0.75,1.57
Nitta Gelatin,506532,,INE265B01019,Chemicals & Petrochemicals,Specialty Chemicals,824.75,748.88,9.28,0.05,19.62,9.26,46.20,74.48,0.00,0.00,0.72,1.66
Niva Bupa Health,544286,NIVABUPA,INE995S01015,Insurance,General Insurance,73.14,13512.28,,0.07,8.18,38.42,40.07,55.36,,0.00,0.00,3.57
Niyogin Fintech,538772,,INE480D01010,Finance,Non Banking Financial Company (NBFC),46.00,511.73,,0.48,-5.26,61.26,5.96,38.89,-0.76,0.00,0.00,1.59
NLC India,513683,NLCINDIA,INE589A01014,Power,Power Generation,270.10,37453.05,14.38,1.22,14.47,8.22,12.01,72.20,-7.00,0.00,1.36,1.87
NMDC,526371,NMDC,INE584A01023,Minerals & Mining,Industrial Minerals,84.62,74396.38,10.83,0.11,23.60,15.36,12.58,60.79,0.00,0.00,3.91,2.35
NMDC Steel,543768,NSLNISP,INE0NNS01018,Ferrous Metals,Iron & Steel,41.09,12041.86,,0.41,-16.60,,,60.79,0.00,0.00,0.00,0.93
NOCIL,500730,NOCIL,INE163A01018,Chemicals & Petrochemicals,Specialty Chemicals,164.90,2754.25,43.81,0.01,5.94,10.48,-4.30,33.76,-0.08,18.66,1.24,1.55
Northern ARC,544260,NORTHARC,INE850M01015,Finance,Non Banking Financial Company (NBFC),238.80,3858.34,12.40,2.82,10.75,29.87,26.82,0.00,,0.00,0.00,1.06
Novartis India,500672,NOVARTIND,INE234A01025,Pharmaceuticals & Biotechnology,Pharmaceuticals,994.95,2456.62,25.30,0.01,13.18,-4.06,58.46,70.68,0.00,0.00,2.53,3.17
NRB Bearings,530367,NRBBEARING,INE349A01021,Auto Components,Auto Components & Equipments,252.35,2445.84,16.44,0.14,12.74,9.09,28.79,51.20,1.30,57.83,2.26,2.57
NTPC,532555,NTPC,INE733E01010,Power,Power Generation,383.05,371430.82,15.41,1.33,12.13,11.44,15.54,51.10,0.00,0.00,2.19,1.93
NTPC Green Ene.,544289,NTPCGREEN,INE0ONG01011,Power,Power Generation,96.33,81170.81,145.20,1.16,3.85,,,89.01,,0.00,0.00,4.32
Nucleus Soft.,531209,NUCLEUS,INE096B01018,IT - Software,Software Products,842.00,2216.58,13.75,0.01,16.82,9.83,9.56,73.60,0.32,0.00,1.47,2.64
Nurture Well Industries,531889,,INE882B01037,Finance,Holding Company,38.20,889.48,10.28,0.04,27.48,,,53.81,7.49,0.00,0.00,2.91
Nuvama Wealth,543988,NUVAMA,INE531F01023,Capital Markets,Stockbroking & Allied,1306.70,23787.35,23.13,2.37,30.87,39.77,28.56,54.20,,62.80,2.24,6.25
Nuvoco Vistas,543334,NUVOCO,INE118D01016,Cement & Cement Products,Cement & Cement Products,305.65,10916.45,28.44,0.63,0.24,8.80,-38.03,72.02,0.23,0.00,0.00,1.19
Nxt-Infra Trust,,NXT-INFRA,INE0SF023016,Construction,Civil Construction,100.00,2850.00,14.58,1.14,6.75,,,85.97,,2.00,12.87,1.05
O N G C,500312,ONGC,INE213A01029,Oil,Oil Exploration & Production,289.10,363695.92,9.64,0.48,10.63,9.06,19.35,58.89,0.00,0.00,4.23,0.99
Oberoi Realty,533273,OBEROIRLTY,INE093I01010,Realty,"Residential, Commercial Projects",1665.00,60539.79,26.87,0.18,14.67,18.76,25.94,67.70,0.00,0.00,0.49,3.63
OBSC Perfection,,OBSCP,INE0YHV01011,Auto Components,Auto Components & Equipments,315.00,770.26,32.85,0.37,24.96,,,69.77,,0.00,0.00,6.73
Oil India,533106,OIL,INE274J01014,Oil,Oil Exploration & Production,461.70,75100.42,12.86,0.64,13.26,11.24,5.96,56.66,0.00,0.00,2.52,1.35
Ola Electric,544225,OLAELEC,INE0LXG01040,Automobiles,2/3 Wheelers,34.87,15380.63,,0.72,-107.52,,,34.59,,0.00,0.00,3.52
Olectra Greentec,532439,OLECTRA,INE260D01016,Automobiles,Passenger Cars & Utility Vehicles,1130.75,9281.33,64.93,0.33,14.27,55.14,123.40,50.02,0.00,0.00,0.04,8.26
Om Infra,531092,OMINFRAL,INE239D01028,Construction,Civil Construction,90.94,875.81,31.08,0.15,3.34,30.67,11.26,67.05,-4.63,0.00,0.44,1.16
Om Power Transmission,,,INE25E901019,,,,616.79,27.99,0.26,35.75,,,,,,,
Omaxe,532880,OMAXE,INE800H01010,Realty,"Residential, Commercial Projects",76.00,1390.06,,,-505.55,6.84,,74.15,0.00,15.02,0.00,
Omnitech Engg.,544720,OMNI,INE0UH301010,Industrial Manufacturing,Industrial Products,337.50,4173.82,69.60,1.71,30.10,,,,,,0.00,
One 97,543396,PAYTM,INE982J01020,Financial Technology (Fintech),Financial Technology (Fintech),1117.00,71493.03,131.94,0.01,-10.28,16.05,7.39,0.00,0.00,0.00,0.00,4.66
One Global Serv,514330,,INE670O01013,Healthcare Services,Healthcare Service Provider,585.00,1143.27,18.42,0.00,42.31,,128.82,68.38,38.87,0.00,0.00,11.28
One Mobikwik,544305,MOBIKWIK,INE0HLU01028,Financial Technology (Fintech),Financial Technology (Fintech),185.50,1460.43,,0.65,-32.41,,,25.11,,0.00,0.00,2.77
One Point One,,ONEPOINT,INE840Y01029,Commercial Services & Supplies,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),50.41,1325.39,35.26,0.13,10.15,15.46,90.43,52.29,-17.84,33.72,0.00,3.14
OneSource Speci.,544292,ONESOURCE,INE013P01021,Pharmaceuticals & Biotechnology,Pharmaceuticals,1376.60,15778.68,516.16,0.22,3.34,,,29.93,,18.52,0.00,2.63
Onix Solar,513119,,INE173M01012,Non - Ferrous Metals,Copper,838.50,2102.14,138.48,0.00,30.92,90.87,49.93,91.72,60.49,0.00,0.00,338.91
Onward Technolog,517536,ONWARDTEC,INE229A01017,IT - Services,IT Enabled Services,246.30,560.42,11.81,0.17,12.54,12.59,34.10,39.09,-6.34,0.00,2.03,2.43
Optiemus Infra.,530135,OPTIEMUS,INE350C01017,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories,367.95,3263.31,49.45,0.35,11.59,41.49,22.38,72.17,-2.73,3.31,0.00,4.55
Oracle Fin.Serv.,532466,OFSS,INE881D01027,IT - Software,Software Products,7212.05,62770.18,25.69,0.00,29.34,7.09,10.23,72.46,-0.53,0.00,3.66,8.49
Orchid Pharma,524372,ORCHPHARMA,INE191A01027,Pharmaceuticals & Biotechnology,Pharmaceuticals,544.65,2762.41,106.32,0.22,8.21,13.76,22.53,69.84,-20.12,0.00,0.00,2.19
Oriana Power Ltd,,ORIANA,INE0OUT01019,Electrical Equipment,Other Electrical Equipment,1943.05,3948.11,17.07,0.50,48.35,115.44,188.74,57.97,,0.00,0.00,6.19
Oricon Enterpris,513121,ORICONENT,INE730A01022,Industrial Products,Packaging,67.30,1056.92,35.64,0.01,11.19,-28.00,44.07,65.70,-1.27,0.00,0.74,0.83
Orient Cement,535754,ORIENTCEM,INE876N01018,Cement & Cement Products,Cement & Cement Products,137.80,2831.26,8.66,0.04,5.12,2.27,0.99,72.66,34.76,0.00,0.37,1.34
Orient Electric,541301,ORIENTELEC,INE142Z01019,Consumer Durables,Household Appliances,159.05,3393.58,36.70,0.17,12.54,8.45,1.19,38.31,-0.11,0.00,0.94,4.78
Orient Green,533263,GREENPOWER,INE999K01014,Power,Power Generation,10.00,1173.01,19.46,0.41,3.84,-6.52,10.72,24.38,-8.15,99.99,0.00,1.04
Orient Tech.,544235,ORIENTTECH,INE0PPK01015,IT - Services,IT Enabled Services,270.70,1239.96,29.55,0.05,19.98,,,73.23,,0.01,0.58,3.51
Oriental Aromat.,500078,OAL,INE959C01023,Chemicals & Petrochemicals,Specialty Chemicals,260.85,877.86,1186.29,0.60,5.31,4.23,-16.79,74.17,0.00,0.00,0.20,1.33
Oriental Hotels,500314,ORIENTHOT,INE750A01020,Leisure Services,Hotels & Resorts,97.63,1743.66,31.48,0.27,5.99,8.60,47.64,67.56,0.00,0.13,0.50,2.54
Oriental Rail,531859,,INE457G01029,Industrial Products,Other Industrial Products,139.30,934.12,26.15,0.58,9.23,17.69,3.73,57.69,-0.16,0.00,0.07,2.37
Orissa Minerals,590086,ORISSAMINE,INE725E01024,Minerals & Mining,Industrial Minerals,3719.50,2231.70,,,,,8.16,50.01,0.00,0.00,0.00,
Orkla India,544595,ORKLAINDIA,INE16NZ01023,Food Products,Other Food Products,621.15,8509.11,32.69,0.02,9.80,23.91,28.44,75.00,,0.00,0.00,3.25
OSEL Devices,,OSELDEVICE,INE0RMF01018,Healthcare Equipment & Supplies,Medical Equipment & Supplies,608.00,1075.85,39.49,0.56,30.08,,,65.21,,0.00,0.00,6.08
Oswal Agro Mills,500317,OSWALAGRO,INE142A01012,Commercial Services & Supplies,Trading & Distributors,52.99,711.28,8.21,0.00,12.62,61.75,28.35,51.88,10.00,0.00,0.00,0.74
Oswal Green Tech,539290,OSWALGREEN,INE143A01010,Finance,Investment Company,27.70,711.34,35.34,0.00,0.34,-4.45,-37.20,70.01,5.67,0.00,0.00,0.29
Oswal Pumps,544418,OSWALPUMPS,INE0BYP01024,Industrial Products,"Compressors, Pumps & Diesel Engines",370.00,4217.17,12.07,0.08,87.50,,,75.67,,0.00,0.00,2.80
P & G Health Ltd,500126,PGHL,INE199A01012,Pharmaceuticals & Biotechnology,Pharmaceuticals,4800.00,7967.70,27.15,0.01,36.42,0.16,8.11,51.82,0.00,0.00,2.60,12.87
P & G Hygiene,500459,PGHH,INE179A01014,Personal Products,Personal Care,9555.05,31016.41,36.10,0.00,75.67,2.75,8.44,70.64,0.00,0.00,1.79,33.28
P I Industries,523642,PIIND,INE603J01030,Fertilizers & Agrochemicals,Pesticides & Agrochemicals,2868.20,43515.80,31.89,0.02,17.61,18.83,29.53,46.09,0.00,0.00,0.56,3.93
P N Gadgil Jewe.,544256,PNGJL,INE953R01016,Consumer Durables,"Gems, Jewellery And Watches",619.40,8405.75,21.85,0.76,20.97,25.28,52.06,83.11,,0.00,0.00,4.96
Pace Digitek,544550,PACEDIGITK,INE0S3G01027,Telecom - Services,Telecom - Infrastructure,149.10,3218.33,12.79,0.12,31.38,,,69.52,,0.00,0.00,2.52
Page Industries,532827,PAGEIND,INE761H01022,Textiles & Apparels,Garments & Apparels,36110.00,40276.67,51.97,0.19,48.54,10.87,16.26,42.89,-3.23,0.00,2.52,28.63
Paisalo Digital,532900,PAISALO,INE420C01059,Finance,Non Banking Financial Company (NBFC),37.96,3452.55,16.33,2.26,13.94,15.33,29.84,41.74,-1.23,21.73,0.26,2.07
Panacea Biotec,531349,PANACEABIO,INE922B01023,Pharmaceuticals & Biotechnology,Pharmaceuticals,329.60,2018.83,,0.03,-4.92,0.55,11.74,72.48,-1.11,0.00,0.00,2.47
Panama Petrochem,524820,PANAMAPET,INE305C01029,Petroleum Products,Lubricants,274.55,1660.85,8.94,0.02,15.86,22.74,45.41,63.16,-7.20,0.00,1.83,1.24
Panchmahal Steel,513511,,INE798F01010,Industrial Products,Iron & Steel Products,309.90,591.29,,0.31,2.10,3.00,16.04,73.80,-1.10,5.79,0.97,3.85
Panorama Studios,539469,,INE258R01028,Entertainment,"Film Production, Distribution & Exhibition",44.50,1159.38,31.46,0.40,25.66,3.02,56.62,66.61,-5.57,26.55,0.13,5.49
Pansari Develop.,,PANSARI,INE697V01011,Realty,"Residential, Commercial Projects",288.00,502.47,29.51,0.75,5.73,2.66,24.81,73.88,0.00,0.00,0.00,3.75
Paradeep Phosph.,543530,PARADEEP,INE088F01024,Fertilizers & Agrochemicals,Fertilizers,119.80,12437.28,12.05,0.87,14.14,26.94,21.99,57.70,1.60,12.51,0.79,1.99
Parag Milk Foods,539889,PARAGMILK,INE883N01014,Food Products,Dairy Products,204.40,2557.26,19.06,0.45,12.34,7.08,4.72,40.65,-0.98,0.00,0.48,2.15
Paramount Comm.,530555,PARACABLES,INE074B01023,Industrial Products,Cables - Electricals,36.77,1122.22,19.32,0.14,12.77,21.03,26.62,49.12,-13.00,0.00,0.00,1.49
Paras Defence,543367,PARAS,INE045601023,Aerospace & Defense,Aerospace & Defense,682.05,5496.46,74.91,0.08,11.53,19.92,25.95,53.20,-5.74,0.00,0.04,8.17
Parin Enterpris.,,PARIN,INE00U801010,Consumer Durables,"Furniture, Home Furnishing",632.00,702.65,83.77,1.47,11.37,20.12,12.85,73.02,0.00,0.00,0.03,10.59
Park Medi World,544645,PARKHOSPS,INE119201023,Healthcare Services,Hospital,205.65,8882.62,41.97,0.64,21.15,,,82.89,,0.00,0.00,
Pashupati Cotsp.,544448,PASHUPATI,INE124Y01010,Textiles & Apparels,Other Textile Products,997.00,1573.67,98.64,0.51,9.44,9.91,91.51,65.99,-6.88,0.00,0.05,9.83
Patanjali Foods,500368,PATANJALI,INE619A01035,Agricultural Food & other Products,Edible Oil,460.60,50118.07,29.82,0.24,12.06,21.09,41.57,68.26,-12.56,0.00,0.72,4.16
Patel Engineerin,531120,PATELENG,INE244B01030,Construction,Civil Construction,26.65,2644.08,6.98,0.40,10.40,14.24,178.98,31.48,-7.64,86.56,0.00,0.68
Patel Retail,544487,PATELRMART,INE0R8B01010,Retailing,Diversified Retail,179.10,598.20,16.52,0.34,22.06,5.27,40.09,70.00,,0.00,0.00,1.60
Paushak,532742,PAUSHAKLTD,INE111F01024,Chemicals & Petrochemicals,Specialty Chemicals,445.00,1097.23,30.12,0.12,9.76,8.87,5.80,67.28,0.31,0.00,0.58,2.27
PB Fintech.,543390,POLICYBZR,INE417T01026,Financial Technology (Fintech),Financial Technology (Fintech),1510.00,69866.65,120.55,0.05,5.13,45.20,23.21,0.00,0.00,0.00,0.00,10.31
PC Jeweller,534809,PCJEWELLER,INE785M01021,Consumer Durables,"Gems, Jewellery And Watches",9.28,7766.07,11.87,0.22,12.68,-15.49,47.54,41.10,-13.43,0.00,0.00,0.96
PCBL Chemical,506590,PCBL,INE602A01031,Chemicals & Petrochemicals,Carbon Black,272.70,10729.73,41.21,1.36,12.46,20.98,9.15,53.38,1.97,0.00,2.22,2.78
PDS,538730,PDSL,INE111Q01021,Textiles & Apparels,Trading - Textile Products,293.05,4145.00,40.28,0.72,11.07,13.60,24.11,61.37,-4.93,0.00,1.15,2.45
Pearl Global Ind,532808,PGIL,INE940H01022,Textiles & Apparels,Garments & Apparels,1526.10,7042.37,26.98,0.58,24.31,21.74,57.23,61.24,-5.34,0.00,0.76,5.46
Peninsula Land,503031,PENINLAND,INE138A01028,Realty,"Residential, Commercial Projects",17.27,572.91,,2.19,-12.26,-12.15,14.22,67.71,6.10,0.00,0.00,2.76
Pennar Industrie,513228,PENIND,INE932A01024,Industrial Manufacturing,Industrial Products,160.05,2159.84,16.18,0.93,12.55,8.90,17.26,39.67,-0.07,2.80,0.00,1.99
Permanent Magnet,504132,,INE418E01018,Electrical Equipment,Other Electrical Equipment,795.00,683.72,50.89,0.19,11.49,,,58.01,0.00,0.00,0.24,4.54
Persistent Systems,533179,PERSISTENT,INE262H01021,IT - Software,Computers - Software & Consulting,5450.40,85980.10,47.81,0.06,24.08,27.34,32.77,30.29,-0.97,0.00,0.66,12.02
Petro Carbon,,PCCL,INE998U01015,Minerals & Mining,Industrial Minerals,245.95,607.50,147.45,1.49,5.40,10.17,12.61,73.21,,0.00,0.00,3.52
Petronet LNG,532522,PETRONET,INE347G01014,Gas,LPG/CNG/PNG/LNG Supplier,271.45,40717.50,11.27,0.12,21.16,7.54,7.44,50.00,0.00,0.00,3.70,1.88
Pfizer,500680,PFIZER,INE182A01018,Pharmaceuticals & Biotechnology,Pharmaceuticals,4800.00,21958.92,28.85,0.01,16.40,1.18,4.68,63.92,0.00,0.00,0.72,5.70
PG Electroplast,533581,PGEL,INE457L01029,Consumer Durables,Consumer Electronics,474.50,13539.51,48.88,0.20,14.89,,,43.41,-17.92,0.00,0.05,4.68
Phoenix Mills,503100,PHOENIXLTD,INE211B01039,Realty,"Residential, Commercial Projects",1721.20,61556.08,55.70,0.46,9.36,14.48,23.32,47.25,-0.06,0.00,0.15,5.69
Physicswallah,544609,PWL,INE0LP301011,Other Consumer Services,E-Learning,102.37,29274.67,,0.69,,,,72.30,,0.00,0.00,20.95
Piccadily Agro,530305,PICCADIL,INE546C01010,Beverages,Breweries & Distilleries,560.00,5520.02,41.58,0.40,20.07,14.83,38.47,68.62,-2.35,0.00,0.00,6.89
Pidilite Inds.,500331,PIDILITIND,INE318A01026,Chemicals & Petrochemicals,Specialty Chemicals,1345.20,136909.90,59.13,0.05,23.05,12.49,12.63,69.33,-0.61,0.00,0.74,14.32
Pilani Invest.,539883,PILANIINVS,INE417C01014,Finance,Holding Company,4511.00,4994.70,4127.83,0.13,0.64,19.39,-10.86,58.24,0.69,0.00,0.33,0.29
Pine Labs,544606,PINELABS,INE15B701018,Financial Technology (Fintech),Financial Technology (Fintech),173.95,19974.26,,0.23,-3.31,21.82,,0.00,,0.00,0.00,5.38
Piramal Finance.,544597,PIRAMALFIN,INE202B01038,Finance,Housing Finance Company,1725.20,39106.41,33.71,2.61,2.31,1.45,15.28,46.16,6.95,0.00,0.00,1.43
Piramal Pharma,543635,PPLPHARMA,INE0DK501011,Pharmaceuticals & Biotechnology,Pharmaceuticals,143.35,19054.77,,0.60,1.11,,,34.86,0.07,0.00,0.10,2.38
Pitti Engg.,513519,PITTIENG,INE450D01021,Industrial Manufacturing,Industrial Products,836.25,3148.81,24.72,0.83,17.82,26.56,48.20,54.18,-5.10,0.00,0.19,3.35
Pix Transmission,500333,PIXTRANS,INE751B01018,Industrial Products,Rubber,1454.00,1981.80,18.14,0.05,20.73,14.13,29.48,62.06,0.26,0.00,0.61,3.09
Platinum Industr,544134,PLATIND,INE0PT501018,Chemicals & Petrochemicals,Specialty Chemicals,211.70,1162.75,26.67,0.07,14.00,,,70.03,,0.00,0.00,2.84
PNB Gilts,532366,PNBGILTS,INE859A01011,Finance,Investment Company,70.32,1265.83,5.21,15.13,16.10,13.70,-1.30,74.07,0.00,0.00,1.38,0.77
PNB Housing,540173,PNBHOUSING,INE572E01012,Finance,Housing Finance Company,867.00,22589.61,10.04,3.62,12.27,-2.03,23.34,28.04,-4.49,0.00,0.58,1.25
